timestamp,cash,market_value,total_value,return,return_pct
2025-01-02,100000.0,0.0,100000.0,0.0,0.0
2025-01-03,100000.0,0.0,100000.0,0.0,0.0
2025-01-06,100000.0,0.0,100000.0,0.0,0.0
2025-01-07,100000.0,0.0,100000.0,0.0,0.0
2025-01-08,100000.0,0.0,100000.0,0.0,0.0
2025-01-09,100000.0,0.0,100000.0,0.0,0.0
2025-01-10,100000.0,0.0,100000.0,0.0,0.0
2025-01-13,100000.0,0.0,100000.0,0.0,0.0
2025-01-14,100000.0,0.0,100000.0,0.0,0.0
2025-01-15,100000.0,0.0,100000.0,0.0,0.0
2025-01-16,100000.0,0.0,100000.0,0.0,0.0
2025-01-17,100000.0,0.0,100000.0,0.0,0.0
2025-01-20,100000.0,0.0,100000.0,0.0,0.0
2025-01-21,100000.0,0.0,100000.0,0.0,0.0
2025-01-22,100000.0,0.0,100000.0,0.0,0.0
2025-01-23,100000.0,0.0,100000.0,0.0,0.0
2025-01-24,100000.0,0.0,100000.0,0.0,0.0
2025-01-27,100000.0,0.0,100000.0,0.0,0.0
2025-02-05,100000.0,0.0,100000.0,0.0,0.0
2025-02-06,100000.0,0.0,100000.0,0.0,0.0
2025-02-07,100000.0,0.0,100000.0,0.0,0.0
2025-02-10,100000.0,0.0,100000.0,0.0,0.0
2025-02-11,100000.0,0.0,100000.0,0.0,0.0
2025-02-12,100000.0,0.0,100000.0,0.0,0.0
2025-02-13,100000.0,0.0,100000.0,0.0,0.0
2025-02-14,100000.0,0.0,100000.0,0.0,0.0
2025-02-17,100000.0,0.0,100000.0,0.0,0.0
2025-02-18,100000.0,0.0,100000.0,0.0,0.0
2025-02-19,100000.0,0.0,100000.0,0.0,0.0
2025-02-20,100000.0,0.0,100000.0,0.0,0.0
2025-02-21,100000.0,0.0,100000.0,0.0,0.0
2025-02-24,100000.0,0.0,100000.0,0.0,0.0
2025-02-25,100000.0,0.0,100000.0,0.0,0.0
2025-02-26,100000.0,0.0,100000.0,0.0,0.0
2025-02-27,100000.0,0.0,100000.0,0.0,0.0
2025-02-28,100000.0,0.0,100000.0,0.0,0.0
2025-03-03,100000.0,0.0,100000.0,0.0,0.0
2025-03-04,100000.0,0.0,100000.0,0.0,0.0
2025-03-05,100000.0,0.0,100000.0,0.0,0.0
2025-03-06,100000.0,0.0,100000.0,0.0,0.0
2025-03-07,100000.0,0.0,100000.0,0.0,0.0
2025-03-10,100000.0,0.0,100000.0,0.0,0.0
2025-03-11,100000.0,0.0,100000.0,0.0,0.0
2025-03-12,100000.0,0.0,100000.0,0.0,0.0
2025-03-13,100000.0,0.0,100000.0,0.0,0.0
2025-03-14,100000.0,0.0,100000.0,0.0,0.0
2025-03-17,100000.0,0.0,100000.0,0.0,0.0
2025-03-18,100000.0,0.0,100000.0,0.0,0.0
2025-03-19,100000.0,0.0,100000.0,0.0,0.0
2025-03-20,100000.0,0.0,100000.0,0.0,0.0
2025-03-21,100000.0,0.0,100000.0,0.0,0.0
2025-03-24,100000.0,0.0,100000.0,0.0,0.0
2025-03-25,100000.0,0.0,100000.0,0.0,0.0
2025-03-26,6830.057400000005,93142.0,99972.0574,-27.942599999994854,-0.027942599999994856
2025-03-27,6830.057400000005,92036.0,98866.0574,-1133.9425999999949,-1.133942599999995
2025-03-28,6830.057400000005,92610.00000000001,99440.05740000002,-559.9425999999803,-0.5599425999999803
2025-03-31,96879.0346,0.0,96879.0346,-3120.965400000001,-3.120965400000001
2025-04-01,96879.0346,0.0,96879.0346,-3120.965400000001,-3.120965400000001
2025-04-02,96879.0346,0.0,96879.0346,-3120.965400000001,-3.120965400000001
2025-04-03,11170.329700000002,85683.0,96853.3297,-3146.670299999998,-3.1466702999999976
2025-04-07,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-08,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-09,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-10,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-11,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-14,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-15,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-16,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-17,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-18,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-21,87873.3119,0.0,87873.3119,-12126.6881,-12.126688099999999
2025-04-22,7497.20630000002,80351.99999999999,87849.2063,-12150.793699999995,-12.150793699999994
2025-04-23,7497.20630000002,80400.0,87897.20630000002,-12102.79369999998,-12.102793699999982
2025-04-24,7497.20630000002,80004.0,87501.20630000002,-12498.79369999998,-12.49879369999998
2025-04-25,7497.20630000002,81083.99999999999,88581.2063,-11418.793699999995,-11.418793699999995
2025-04-28,7497.20630000002,79248.00000000001,86745.20630000003,-13254.793699999966,-13.254793699999965
2025-04-29,7497.20630000002,73092.0,80589.20630000002,-19410.79369999998,-19.41079369999998
2025-04-30,7497.20630000002,73152.0,80649.20630000002,-19350.79369999998,-19.35079369999998
2025-05-06,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-07,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-08,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-09,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-12,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-13,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-14,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-15,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-16,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-19,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-20,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-21,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-22,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-23,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-26,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-27,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-28,81586.97270000001,0.0,81586.97270000001,-18413.027299999987,-18.41302729999999
2025-05-29,6420.429500000013,75144.0,81564.42950000001,-18435.570499999987,-18.435570499999987
2025-05-30,6420.429500000013,74460.0,80880.42950000001,-19119.570499999987,-19.119570499999988
2025-06-03,6420.429500000013,74724.0,81144.42950000001,-18855.570499999987,-18.85557049999999
2025-06-04,81229.9799,0.0,81229.9799,-18770.020099999994,-18.770020099999996
2025-06-05,6327.5158999999985,74880.0,81207.5159,-18792.4841,-18.7924841
2025-06-06,6327.5158999999985,75060.0,81387.5159,-18612.4841,-18.6124841
2025-06-09,6327.5158999999985,76272.0,82599.5159,-17400.4841,-17.400484100000003
2025-06-10,6327.5158999999985,75612.0,81939.5159,-18060.4841,-18.0604841
2025-06-11,6327.5158999999985,75852.0,82179.5159,-17820.4841,-17.8204841
2025-06-12,6327.5158999999985,75348.0,81675.5159,-18324.4841,-18.324484100000003
2025-06-13,6327.5158999999985,73812.0,80139.5159,-19860.4841,-19.8604841
2025-06-16,6327.5158999999985,74328.0,80655.5159,-19344.4841,-19.3444841
2025-06-17,80525.2499,0.0,80525.2499,-19474.750100000005,-19.474750100000005
2025-06-18,80525.2499,0.0,80525.2499,-19474.750100000005,-19.474750100000005
2025-06-19,80525.2499,0.0,80525.2499,-19474.750100000005,-19.474750100000005
2025-06-20,80525.2499,0.0,80525.2499,-19474.750100000005,-19.474750100000005
2025-06-23,80525.2499,0.0,80525.2499,-19474.750100000005,-19.474750100000005
2025-06-24,80525.2499,0.0,80525.2499,-19474.750100000005,-19.474750100000005
2025-06-25,80525.2499,0.0,80525.2499,-19474.750100000005,-19.474750100000005
2025-06-26,80525.2499,0.0,80525.2499,-19474.750100000005,-19.474750100000005
2025-06-27,4914.573499999999,75588.0,80502.5735,-19497.4265,-19.4974265
2025-06-30,4914.573499999999,76320.0,81234.5735,-18765.4265,-18.7654265
