timestamp,cash,market_value,total_value,return,return_pct
2024-01-02,100000.0,0.0,100000.0,0.0,0.0
2024-01-03,100000.0,0.0,100000.0,0.0,0.0
2024-01-04,100000.0,0.0,100000.0,0.0,0.0
2024-01-05,100000.0,0.0,100000.0,0.0,0.0
2024-01-08,100000.0,0.0,100000.0,0.0,0.0
2024-01-09,100000.0,0.0,100000.0,0.0,0.0
2024-01-10,100000.0,0.0,100000.0,0.0,0.0
2024-01-11,100000.0,0.0,100000.0,0.0,0.0
2024-01-12,100000.0,0.0,100000.0,0.0,0.0
2024-01-15,100000.0,0.0,100000.0,0.0,0.0
2024-01-16,100000.0,0.0,100000.0,0.0,0.0
2024-01-17,100000.0,0.0,100000.0,0.0,0.0
2024-01-18,100000.0,0.0,100000.0,0.0,0.0
2024-01-19,100000.0,0.0,100000.0,0.0,0.0
2024-01-22,100000.0,0.0,100000.0,0.0,0.0
2024-01-23,100000.0,0.0,100000.0,0.0,0.0
2024-01-24,100000.0,0.0,100000.0,0.0,0.0
2024-01-25,100000.0,0.0,100000.0,0.0,0.0
2024-01-26,100000.0,0.0,100000.0,0.0,0.0
2024-01-29,100000.0,0.0,100000.0,0.0,0.0
2024-01-30,100000.0,0.0,100000.0,0.0,0.0
2024-01-31,100000.0,0.0,100000.0,0.0,0.0
2024-02-01,100000.0,0.0,100000.0,0.0,0.0
2024-02-02,100000.0,0.0,100000.0,0.0,0.0
2024-02-05,100000.0,0.0,100000.0,0.0,0.0
2024-02-06,5175.5611999999965,94796.0,99971.5612,-28.43880000000354,-0.02843880000000354
2024-02-07,5175.5611999999965,94042.0,99217.5612,-782.4388000000035,-0.7824388000000034
2024-02-08,5175.5611999999965,100074.0,105249.5612,5249.5611999999965,5.249561199999996
2024-02-19,5175.5611999999965,101204.99999999999,106380.56119999998,6380.561199999982,6.380561199999982
2024-02-20,5175.5611999999965,102089.0,107264.5612,7264.5611999999965,7.2645611999999975
2024-02-21,5175.5611999999965,102674.0,107849.5612,7849.5611999999965,7.849561199999997
2024-02-22,5175.5611999999965,102037.0,107212.5612,7212.5611999999965,7.212561199999996
2024-02-23,5175.5611999999965,103311.0,108486.5612,8486.561199999996,8.486561199999997
2024-02-26,5175.5611999999965,106002.00000000001,111177.56120000001,11177.561200000011,11.17756120000001
2024-02-27,5175.5611999999965,107445.00000000001,112620.56120000001,12620.561200000011,12.62056120000001
