timestamp,cash,market_value,total_value,return,return_pct
2024-01-02,100000.0,0.0,100000.0,0.0,0.0
2024-01-03,100000.0,0.0,100000.0,0.0,0.0
2024-01-04,100000.0,0.0,100000.0,0.0,0.0
2024-01-05,100000.0,0.0,100000.0,0.0,0.0
2024-01-08,100000.0,0.0,100000.0,0.0,0.0
2024-01-09,100000.0,0.0,100000.0,0.0,0.0
2024-01-10,100000.0,0.0,100000.0,0.0,0.0
2024-01-11,100000.0,0.0,100000.0,0.0,0.0
2024-01-12,100000.0,0.0,100000.0,0.0,0.0
2024-01-15,100000.0,0.0,100000.0,0.0,0.0
2024-01-16,100000.0,0.0,100000.0,0.0,0.0
2024-01-17,100000.0,0.0,100000.0,0.0,0.0
2024-01-18,100000.0,0.0,100000.0,0.0,0.0
2024-01-19,100000.0,0.0,100000.0,0.0,0.0
2024-01-22,100000.0,0.0,100000.0,0.0,0.0
2024-01-23,100000.0,0.0,100000.0,0.0,0.0
2024-01-24,100000.0,0.0,100000.0,0.0,0.0
2024-01-25,100000.0,0.0,100000.0,0.0,0.0
2024-01-26,100000.0,0.0,100000.0,0.0,0.0
2024-01-29,100000.0,0.0,100000.0,0.0,0.0
2024-01-30,100000.0,0.0,100000.0,0.0,0.0
2024-01-31,100000.0,0.0,100000.0,0.0,0.0
2024-02-01,100000.0,0.0,100000.0,0.0,0.0
2024-02-02,100000.0,0.0,100000.0,0.0,0.0
2024-02-05,100000.0,0.0,100000.0,0.0,0.0
2024-02-06,100000.0,0.0,100000.0,0.0,0.0
2024-02-07,100000.0,0.0,100000.0,0.0,0.0
2024-02-08,100000.0,0.0,100000.0,0.0,0.0
2024-02-19,100000.0,0.0,100000.0,0.0,0.0
2024-02-20,100000.0,0.0,100000.0,0.0,0.0
2024-02-21,100000.0,0.0,100000.0,0.0,0.0
2024-02-22,100000.0,0.0,100000.0,0.0,0.0
2024-02-23,100000.0,0.0,100000.0,0.0,0.0
2024-02-26,10279.091799999995,89694.0,99973.0918,-26.90820000000531,-0.02690820000000531
2024-02-27,10279.091799999995,90915.0,101194.0918,1194.0917999999947,1.1940917999999947
2024-02-28,10279.091799999995,87526.99999999999,97806.09179999998,-2193.90820000002,-2.19390820000002
2024-02-29,10279.091799999995,89188.0,99467.0918,-532.9082000000053,-0.5329082000000053
2024-03-01,10279.091799999995,89980.0,100259.0918,259.0917999999947,0.2590917999999947
